COD;DESCC;SIGLAS;DIRECC;DPA;ORGA;NAE;FORG;FFI;UNI;SUB;SUBORD;TIPO;EP
09563;TRIBUNAL PROVINCIAL POPULAR DE CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE 61 NO. 406 E/ 4 Y 6;2707;267;7523;05;2;999;;0;UP;0
09564;TRIBUNAL PROVINCIAL POPULAR DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;LUZ CABALLERO NO. 24 E/ TIRSO MARIN Y PARQUE;2807;267;7523;05;2;999;;0;UP;0
09565;TRIBUNAL PROVINCIAL POPULAR DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;MAXIMO GOMEZ E/ 1 Y 2;2908;267;7523;05;2;999;;0;UP;0
09566;TRIBUNAL PROVINCIAL POPULAR DE LAS TUNAS;-  -  -  -  -  -  -  -;GONZALO QUESADA NO. 2;3105;267;7523;05;2;999;;0;UP;0
09567;TRIBUNAL PROVINCIAL POPULAR DE HOLGUIN;-  -  -  -  -  -  -  -;PRADO NO. 273 ESQ. A MACEO;3206;267;7523;05;2;999;;0;UP;0
09568;TRIBUNAL PROVINCIAL POPULAR DE GUANTANAMO;-  -  -  -  -  -  -  -;CALLE 6 NORTE E/ MARTI Y MAXIMO GOMEZ;3509;267;7523;05;2;999;;0;UP;0
09569;TRIBUNAL PROVINCIAL POPULAR DE GRANMA;-  -  -  -  -  -  -  -;PARADA NO. 117;3304;267;7523;05;2;999;;0;UP;0
09575;CENTRO NACIONAL DE CONTROL PECUARIO;CENCOP;CONILL AVE. INDEPENDENCIA;2302;131;7513;05;2;999;000000131;0;UP;0
09672;OFICINA TERRITORIAL DE NORMALIZACION DE PINAR DEL RIO;-  -  -  -  -  -  -  -;AVE. CMDTE. PINARES NO. 12 E/ MARTI Y CESPEDES;2108;211;7214;07;2;999;000006127;0;UP;0
09676;OFICINA TERRITORIAL DE NORMALIZACION DE HOLGUIN;-  -  -  -  -  -  -  -;CARRETERA VALLE DE MAYABE KM. 2 1/2;3206;211;7214;07;2;999;000006127;0;UP;0
09694;OFICINA NACIONAL DE DISENO;ONDi;AVE.47 NO. 3446 E/ 41 Y 34, REPARTO KHOLY;2301;102;7513;05;2;999;00102;0;UP;0
09727;"ADUANA AEROPUERTO INTERNACIONAL ""JOSE MARTI""";-  -  -  -  -  -  -  -;AVENIDA VAN TROI S/N;2313;304;7511;05;2;999;00304;0;UP;0
09776;UNIDAD PRESUPUESTADA PARA LA INVERSION DE VIDRIO PLANO, PINAR DEL RIO;-  -  -  -  -  -  -  -;CARRETERA DE SAN JUAN Y MARTINEZ KM. 1 1/2, ZONA INDUSTRIAL;2108;104;4550;05;2;999;00104;0;UP;0
09782;UNIDAD PRESUPUESTADA PROVINCIAL DE LA ACTIVIDAD COMERCIAL DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;PRADO NO. 152 ENTRE REFUGIO Y COLON;2304;313;7513;05;2;999;;1;UP;0
09790;UNIDAD PRESUPUESTADA DIRECCION PROVINCIAL DE VIVIENDA DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;ORELLY NO. 264 E/ AGUIAR Y CUBA;2304;313;7330;05;2;999;;1;UP;0
09797;UNIDAD PRESUPUESTADA DIRECCION PROVINCIAL DE FINANZAS DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;CUBA NO. 355 E/ LAMPARILLA Y OBRAPIA;2304;313;7513;05;2;999;;1;UP;0
09809;UNIDAD CENTRAL DE COOPERACION MEDICA;-  -  -  -  -  -  -  -;CARRETERA CUJAE, KM 2 1/2;2311;241;9019;05;2;999;000000241;0;UP;0
09821;"EMPRESA DE PERIODICOS ""GRANMA""";-  -  -  -  -  -  -  -;TERRITORIAL Y GENERAL SUAREZ;2302;102;2421;02;1;679;00679;0;EMP;0
09822;DESARROLLO LECHERO DE LA CUENCA DE JIMAGUAYU;-  -  -  -  -  -  -  -;;3011;131;0311;05;2;999;000000131;0;UP;0
09828;UNIDAD PRESUPUESTADA PROVINCIAL DE ATENCION A PORTEADORES DE CARGA Y CHOFERES DE ALQUILER PRIVADOS GUANTANAMO;-  -  -  -  -  -  -  -;13 DE JUNIO NO. 1170 E/ AVENIDA Y PINTO;3509;324;7513;05;2;999;;1;UP;0
09829;UNIDAD PRESUPUESTADA DIRECCION PROVINCIAL DE SERVICIOS COMUNALES DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;LINEA NO. 806 E/ 2 Y 4;2302;313;7512;05;2;999;;1;UP;0
09848;DIRECCION PROVINCIAL DE JUSTICIA DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;PRADO NO. 306 E/ ANIMAS Y VIRTUDES;2304;313;7514;07;2;999;;1;UP;0
09867;DIRECCION PROVINCIAL DE TRABAJO DE CIENFUEGOS;-  -  -  -  -  -  -  -;AVE. 54 NO. 2704 E/ 27 Y 29;2707;316;7514;05;2;999;;1;UP;0
09868;DIRECCION PROVINCIAL DE TRABAJO DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CESPEDES NO. 126 (NORTE) E/ FRANK PAIS Y CMDTE MANUEL FAJARDO;2807;317;7514;05;2;999;;1;UP;0
09869;DIRECCION PROVINCIAL DE TRABAJO DE CIEGO DE AVILA;-  -  -  -  -  -  -  -;CARRETERA CENTRAL, INTERIOR VILLA MARIA, E/ INDEPENDENCIA Y MAXIMO GOMEZ;2908;318;7514;05;2;999;;1;UP;0
09870;DIRECCION PROVINCIAL DE TRABAJO DE LAS TUNAS;-  -  -  -  -  -  -  -;LUCAS ORTIZ NO. S/N ESQ. ADOLFO VILLAMAR;3105;320;7514;05;2;999;;1;UP;0
09871;DIRECCION PROVINCIAL DE TRABAJO DE GRANMA;-  -  -  -  -  -  -  -;SACO NO. 260 E/ CAPOTICO Y PIO ROSADO;3304;322;7514;05;2;999;;1;UP;0
09872;DIRECCION PROVINCIAL DE TRABAJO DE GUANTANAMO;-  -  -  -  -  -  -  -;BENEFICIENCIA E/ B. VARONA Y PINTO;3509;324;7514;05;2;999;;1;UP;0
09876;UNIDAD PRESUPUESTADA ESTADO MAYOR PROVINCIAL DE CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;;2302;313;7522;05;2;999;;1;UP;0
09899;GRAN PARQUE METROPOLITANO DE LA CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;19 NO. 1466 E/ 28 Y 30;2302;313;7511;07;2;999;;1;UP;0
09902;COMITE PROVINCIAL DEL PCC PINAR DEL RIO;-  -  -  -  -  -  -  -;AVE. COMANDANTE PINARES NO. 117 E/ AMPLIACION DE MACEO Y ESTACION DEL FERROCARRIL;2108;501;9792;29;1;999;;0;OPM;0
09904;COMITE PROVINCIAL DEL PCC CIUDAD DE LA HABANA;-  -  -  -  -  -  -  -;CALLE M NO. 309 E/ 23 Y 21, VEDADO;2302;501;9792;29;1;999;;0;OPM;0
09905;COMITE PROVINCIAL DEL PCC MATANZAS;-  -  -  -  -  -  -  -;MILANES NO. 29002 E/ SANTA TERESA Y ZARAGOZA;2501;501;9792;29;1;999;;0;OPM;0
09906;COMITE PROVINCIAL DEL PCC VILLA CLARA;-  -  -  -  -  -  -  -;AVE. LIBERACION NO. 160 E/ CALLE E Y TOMAS RUIZ;2609;501;9792;29;1;999;;0;OPM;0
09907;COMITE PROVINCIAL DEL PCC CIENFUEGOS;-  -  -  -  -  -  -  -;AVE. 54 NO. 3029 E/ 39 Y 41;2707;501;9792;29;1;999;;0;OPM;0
09908;COMITE PROVINCIAL DEL PCC SANCTI SPIRITUS;-  -  -  -  -  -  -  -;BRIGADIER RIVVER NO. 199 E/ FRANK PAIS Y PLAZA DE LA REVOLUCION;2807;501;9792;29;1;999;;0;OPM;0
09909;COMITE PROVINCIAL DEL PCC CIEGO DE AVILA;-  -  -  -  -  -  -  -;PLAZA MAXIMO GOMEZ;2908;501;9792;29;1;999;;0;OPM;0
09910;COMITE PROVINCIAL DEL PCC CAMAGUEY;-  -  -  -  -  -  -  -;ENRIQUE VILLUENDA NO. 2 E/ RAMON PONTE Y CABALLERO ROJO;3008;501;9792;29;1;999;;0;OPM;0
09911;COMITE PROVINCIAL DEL PCC LAS TUNAS;-  -  -  -  -  -  -  -;AVE. 30 DE NOVIEMBRE;3105;501;9792;29;1;999;;0;OPM;0
09912;COMITE PROVINCIAL DEL PCC HOLGUIN;-  -  -  -  -  -  -  -;AVE. 20 ANIVERSARIO, PLAZA DE LA REVOLUCION;3206;501;9792;29;1;999;;0;OPM;0
09913;COMITE PROVINCIAL DEL PCC GRANMA;-  -  -  -  -  -  -  -;AVE. FRANK PAIS ESQ. A CALLE 2, RPTO. JESUS MENENDEZ;3304;501;9792;29;1;999;;0;OPM;0
09914;COMITE PROVINCIAL DEL PCC SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;GARZON NO. 51 E/ SANCHEZ ECHEVARRIA Y CARRETERA CENTRAL;3406;501;9792;29;1;999;;0;OPM;0
09915;COMITE PROVINCIAL DEL PCC GUANTANAMO;-  -  -  -  -  -  -  -;CALLE AHOGADOS E/ 12 Y 13 NORTE NO. 1, RPTO. CARIBE;3509;501;9792;29;1;999;;0;OPM;0
09916;COMITE MUNICIPAL ESPECIAL DEL PCC ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM. 1 1/2, NUEVA GERONA;4001;501;9792;29;1;999;;0;OPM;0
09919;UNION NACIONAL DE ESCRITORES Y ARTISTAS DE CUBA;UNEAC;CALLE 17 NO. 351 ESQUINA A H, VEDADO;2302;998;9792;29;1;999;;0;OPM;0
09920;UNION DE PERIODISTAS DE CUBA;UPEC;;2302;998;9711;30;1;999;;0;AS;0
09924;CENTRO REGIONAL PARA AMERICA LATINA DE INFORMACION DE LA FDIM;-  -  -  -  -  -  -  -;;2301;505;9893;30;1;999;;0;AS;0
09937;CENTRO DE ESTUDIOS SOBRE ASIA Y OCEANIA;-  -  -  -  -  -  -  -;CALLE 20 NO. 512 E/ 5TA. Y 7MA, MIRAMAR;2301;501;8120;05;2;999;;0;UP;0
09960;CENTRO DE ESTUDIO DE AMERICA;-  -  -  -  -  -  -  -;CALLE 18 NO. 316 E/ 3RA. Y 5TA, MIRAMAR;2301;501;8120;05;2;999;;0;UP;0
09985;HOGAR DE IMPEDIDOS FISICOS Y MENTALES DE VILLA CLARA;-  -  -  -  -  -  -  -;CARRETERA DE CAMAJUANI KM 2 Y MEDIO;2609;315;9131;05;2;999;;1;UP;0
09986;BANCO DE SANGRE DE VILLA CLARA;-  -  -  -  -  -  -  -;CALLE MACEO E/N NAZARENO Y SINDICO;2609;315;9019;05;2;999;;1;UP;0
09987;"EMPRESA DE SERVICIOS TECNICOS DE COMPUTACION, COMUNICACIONES Y ELECTRONICA DEL NIQUEL ""RAFAEL FAUSTO OREJON FORMET""";SERCONI;CALLE 1RA. NO. 143, ROLO MONTERREY;3214;104;7050;02;1;618;02590;0;EMP;1
09990;EMPRESA DE SERVICIOS A GRUPOS ELECTROGENOS;UNECAMOTO GRUPO ELECTROGENO;CALLE 29, NO. 10601, ENTRE 106 Y 108, REPARTO MACHIN;2311;104;3510;02;1;620;02704;0;EMP;0
09991;EMPRESA CUBALUM;EMPRESA CUBALUM;CARRETERA CENTRAL, KM 40 1/2;2402;102;2421;02;1;679;00679;0;EMP;0
09992;UNIDAD PROVINCIAL PARA LA CONSTRUCCION Y CONSERVACION DE LA VIVIENDA;-  -  -  -  -  -  -  -;HABANA NO. 304 E/ OREILLY Y SAN JUAN DE DIOS;2304;313;7514;05;2;999;;1;UP;0
09993;UNIDAD PROVINCIAL PARA LA ATENCION A LAS COMUNIDADES DE TRANSITO;-  -  -  -  -  -  -  -;7MA NO. 6008 E/ 60 Y 62;2301;313;5520;05;2;999;;1;UP;0
09994;EMPRESA PROVINCIAL DE GASTRONOMIA DE LA HABANA;-  -  -  -  -  -  -  -;LUCENA NO. 222 ESQ. NEPTUNO;2303;313;5610;02;1;999;;1;EMP;0
09995;DIRECCION PROVINCIAL DE PLANIFICACION;-  -  -  -  -  -  -  -;AGUIAR NO. 70 E/ PENA POBRE Y CUARTELES;2304;313;7513;05;2;999;;1;UP;0
09996;CENTRO DE ESTUDIOS CONTABLES, FINANCIEROS Y DE SEGUROS;CECOFIS;CALLE B NO. 55 E/ 3RA. Y 5TA.;2302;254;8710;05;2;999;;0;UP;0
09999;EMPRESA DE TRANSPORTE ESCOLAR CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE 53 NO. 6405 E/ 64 Y 64-A;2707;151;6022;02;1;607;13991;0;EMP;1
11001;DIRECCION PROVINCIAL DE LA VIVIENDA DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CESPEDES NO. 158 NORTE E/ FRANK PAIS Y SILVESTRE ALONSO;2807;317;7330;05;2;999;;1;UP;0
11002;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CALLE MARTI NO. 282 ENTRE CORONEL LEGON Y RAFAEL RIO ENTERO;2807;317;7514;05;2;999;;1;UP;0
11003;REGISTRO CENTRAL DE SANCIONADOS;-  -  -  -  -  -  -  -;CALLE 9 NO. 158 ESQUINA A E, VEDADO;2302;263;7514;05;2;999;;0;UP;0
11004;CAJA DE RESARCIMIENTO;-  -  -  -  -  -  -  -;CALLE E NO. 158 ESQUINA A 9, VEDADO;2302;263;7511;05;2;999;;0;UP;0
11005;EMPRESA DE INGENIERIA DEL RECICLAJE;ISDE;INFANTA NO. 60 ESQ. 25;2303;102;7120;02;1;670;05923;0;EMP;0
11006;EMPRESA DE SERVICIOS TECNICOS Y TRANSPORTACION;-  -  -  -  -  -  -  -;CARRET. CENTRAL KM 14 1/2;2315;102;5149;02;1;670;05923;0;EMP;0
11007;EMPRESA DE ASEGURAMIENTO Y SERVICIOS;-  -  -  -  -  -  -  -;CALLE VIVES, NO. 463, E/ RASTRO Y CHAMORRO;2304;102;5190;02;1;670;05923;0;EMP;0
11009;EMPRESA DE RECUPERACION DE MATERIAS PRIMAS DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;AVENIDA SOVIETICA, S/N ESQUINA A 26 DE JULIO, REPARTO COLON;2807;102;5149;02;1;670;05923;0;EMP;1
11010;EMPRESA DE RECUPERACION DE MATERIAS PRIMAS DE CIENFUEGOS;-  -  -  -  -  -  -  -;AVENIDA 64 NO. 5901 E/ 59 Y 61;2707;102;5149;02;1;670;05923;0;EMP;1
11011;EMPRESA DE RECUPERACION DE MATERIAS PRIMAS DE GUANTANAMO;-  -  -  -  -  -  -  -;CARRETERA JAMAICA KM 3 1/2;3509;102;5149;02;1;670;05923;0;EMP;1
11013;EMPRESA TRANSITARIO DE CARGAS;TRANSCARGO;FABRICA NO. 54 SEXTO PISO ENTRE ASPURU Y LINEA DEL FERROCARRIL;2304;151;6110;02;1;615;000013992;0;EMP;1
11015;EMPRESA AVICOLA ARTEMISA;-  -  -  -  -  -  -  -;FINCA WATERLOO, CARRETERA LA RONCHA;2209;131;0313;02;1;665;000003836;0;EMP;0
11016;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CAIMANERA;-  -  -  -  -  -  -  -;CARRETERA NO. 1-A E/ 1RO DE MAYO Y CORREO;3508;324;9600;05;2;999;000000569;2;UP;0
11017;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE SAN ANTONIO DEL SUR;-  -  -  -  -  -  -  -;CALLE 5 NO. 341, RPTO. MINCIN;3507;324;9600;05;2;999;000000567;2;UP;0
11018;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE MAISI;-  -  -  -  -  -  -  -;LA ASUNCION;3505;324;9600;05;2;999;000000565;2;UP;0
11019;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE MANUEL TAMES;-  -  -  -  -  -  -  -;CALLE 15 NO. 16;3502;324;9600;05;2;999;000000568;2;UP;0
11020;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE IMIAS;-  -  -  -  -  -  -  -;CALLE C NO. 58;3506;324;9600;05;2;999;000000566;2;UP;0
11021;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE YATERAS;-  -  -  -  -  -  -  -;PALENQUE;3503;324;9600;05;2;999;000000563;2;UP;0
11022;DIRECCION MUNICIPAL DE DEPORTES DE BARACOA;-  -  -  -  -  -  -  -;ESTADIUM MANUEL FUENTES BORGES, LA PASADA;3504;324;9510;05;2;999;000000564;2;UP;0
11023;DIRECCION MUNICIPAL DE DEPORTES DE GUANTANAMO;-  -  -  -  -  -  -  -;MONCADA NO. 874 ESQ. CROMBET;3509;324;9510;05;2;999;000000562;2;UP;0
11024;EMPRESA PROVINCIAL DE MANTENIMIENTO INDUSTRIAL Y PRODUCCIONES METALICAS;-  -  -  -  -  -  -  -;;2310;313;3429;02;1;999;;1;EMP;0
11025;EMPRESA PROVINCIAL DE SERVICIOS ESPECIALIZADOS DE LA CONSTRUCCION;SECONS;CALLE SANTA CATALINA NO. 560 E/ MAYIA RODRIGUEZ Y GOICURIA;2309;313;4520;02;1;999;00360;1;EMP;1
11027;HOSPITAL CLINICO QUIRURGICO DE HOLGUIN;-  -  -  -  -  -  -  -;CARRETERA VIA VALLE DE MAYABE;3206;321;9011;05;2;999;;1;UP;0
11028;EMPRESA PROVINCIAL DE FERROCARRILES METROPOLITANOS DE CIUDAD DE LA HABANA;FERROMET;EGIDO Y ARSENAL;2304;151;6010;02;1;629;000004600;0;EMP;0
11029;EMPRESA PROVINCIAL DE OMNIBUS METROPOLITANOS DE LA HABANA;EPOMH;ULLOA NO. 335 ESQ. AVENIDA ZOOLOGICO;2302;313;6021;02;1;999;00360;1;EMP;0
11030;EMPRESA METROBUS DE CIUDAD DE LA HABANA;METROBUS;CALLE ULLOA NO. 335 ESQ. A AVENIDA ZOOLOGICO;2302;313;6021;02;1;999;;1;EMP;0
11031;EMPRESA DE SEGURIDAD Y PROTECCION DEL CITMA;-  -  -  -  -  -  -  -;CALLE 13 NO. 409 E/ F Y G, VEDADO;2302;211;7290;02;1;712;000012714;0;EMP;0
11032;UNIVERSIDAD DE GUANTANAMO;-  -  -  -  -  -  -  -;CARRETERA A SANTIAGO DE CUBA, KILOMETRO DOS Y MEDIO;3509;223;8650;05;2;999;000000223;0;UP;0
11033;DIRECCION PROVINCIAL DE JUSTICIA DE SANCTI SPIRITUS;-  -  -  -  -  -  -  -;CALLE MARTI NO. 52 SUR E/ ERNESTO VALDES MUNOZ Y RAIMUNDO DE PISA;2807;317;7211;05;2;999;;1;UP;0
11034;EMPRESA GRAFICA DE FINANZAS Y PRECIOS;EGRAFIP;CALLE LAMPARILLA NO. 109 E/ CUBA Y SAN IGNACIO;2304;254;2421;02;1;999;;0;EMP;1
11036;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE AGUADA DE PASAJEROS;-  -  -  -  -  -  -  -;MARTI NO. 92 E/ CROMBET Y CISNERO;2701;316;9600;05;2;999;000000431;2;UP;0
11037;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE RODAS;-  -  -  -  -  -  -  -;CESPEDES NO. 31 E/ MACEO Y CALIXTO GARCIA;2702;316;9600;05;2;999;000000432;2;UP;0
11038;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE PALMIRA;-  -  -  -  -  -  -  -;SAN PEDRO S/N E/ CERICE Y VILLUENDAS;2703;316;9600;05;2;999;000000433;2;UP;0
11039;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE LAJAS;-  -  -  -  -  -  -  -;MAXIMO GOMEZ FINAL;2704;316;9600;05;2;999;000000434;2;UP;0
11040;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CRUCES;-  -  -  -  -  -  -  -;TERRAPLEN CARACAS S/N;2705;316;9600;05;2;999;000000435;2;UP;0
11041;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CUMANAYAGUA;-  -  -  -  -  -  -  -;PASEO MARTI NO 53;2706;316;9600;05;2;999;000000436;2;UP;0
11042;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE ABREUS;-  -  -  -  -  -  -  -;MACEO NO 108 E/ AULET Y SERAFIN SANCHEZ;2708;316;9600;05;2;999;000000438;2;UP;0
11043;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE LAS TUNAS;-  -  -  -  -  -  -  -;AVENIDA CAMILO CIENFUEGOS, ESQUINA 30 DE NOVIEMBRE, BUENA VISTA;3105;320;4520;05;2;999;;1;UP;0
11044;OFICINA DEL CONSERVADOR DE LA CIUDAD DE SANTIAGO DE CUBA;-  -  -  -  -  -  -  -;HEREDIA E/ FELIX PENA Y CORONA .;3406;323;9439;07;2;999;;1;UP;0
11045;EMPRESA CONSTRUCTORA Y DE MANTENIMIENTO DE REDES DE COMUNICACIONES;TELRED;CALLE ZANJA NO. 565 ENTRE OQUENDO Y MARQUES GONZALEZ;2303;161;4520;02;1;999;00161;0;EMP;0
11053;"GRANJA ESTATAL ""PLANTAS MEDICINALES TUNAS""";-  -  -  -  -  -  -  -;EL CORNITO;3105;131;0218;03;3;999;000000131;0;OEE;0
11054;"GRANJA ESTATAL ""PLANTAS MEDICINALES GUANTANAMO""";-  -  -  -  -  -  -  -;SAN IDELFONSO, CARRETERA. EL SALVADOR;3509;131;0218;03;3;999;000000131;0;OEE;0
11055;"HOSPITAL PSIQUIATRICO PROVINCIAL ""CLODOMIRA ACOSTA FERRALS""";-  -  -  -  -  -  -  -;CARLOS J, FINLAY S/N E/ CARRETERA CENTRAL Y 2 DE DICIEMBRE;3105;320;9011;05;2;999;;1;UP;0
11056;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE LA SIERPE;-  -  -  -  -  -  -  -;EDIFICIO 11 APARTAMENTO 21;2808;317;9600;05;2;999;000000448;2;UP;0
11057;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE GRANMA;-  -  -  -  -  -  -  -;CESPEDES NO. 6 E/ C. FIGUEREDO Y PLAZA DEL HIMNO;3304;322;4520;05;2;999;;1;UP;0
11062;EMPRESA TRANSFORMADORA DE MATERIAS PRIMAS;-  -  -  -  -  -  -  -;KM 18 AUTOPISTA HABANA-PINAR DEL RIO;2204;102;3399;02;1;670;05923;0;EMP;1
11065;DIRECCION MUNICIPAL DE LA VIVIENDA ISLA DE LA JUVENTUD;-  -  -  -  -  -  -  -;CALLE 37 E/ 34 Y 36;4001;325;7330;05;2;999;000000572;2;UP;0
11066;"UNIVERSIDAD DE CIENCIAS PEDAGOGICAS ""CONRADO BENITEZ GARCIA"" DE CIENFUEGOS";-  -  -  -  -  -  -  -;AVE. 20 RPTO. PUNTA GORDA;2707;221;8650;05;2;999;000000221;0;UP;0
11069;EMPRESA AGROPECUARIA METROPOLITANA;-  -  -  -  -  -  -  -;CARRETERA DE AEROCARIBBEAN, KM 1 1/2, WAJAY;2313;131;0213;02;1;999;000000131;0;EMP;0
11070;DIRECCION PROVINCIAL DE LA VIVIENDA DE HOLGUIN;-  -  -  -  -  -  -  -;CALLE FOMENTO NO. 237 ENTRE ARIAS Y AGUILERA;3206;321;7330;05;2;999;;1;UP;0
11071;EMPRESA CASA CONSULTORA DISAIC;DISAIC;BUENOS AIRE NO 100 ESQUINA LEONOR;2310;102;7212;02;1;693;14387;0;EMP;1
11072;EMPRESA DE SEGURIDAD Y PROTECCION DEL MINSAP;-  -  -  -  -  -  -  -;HEREDIA NO. 262, BAJOS, ENTRE SANTA CATALINA Y MILAGROS;2309;241;7290;02;1;655;14204;0;EMP;0
11073;UNIDAD PROVINCIAL INVERSIONISTA DE LA VIVIENDA DE VILLA CLARA;-  -  -  -  -  -  -  -;CALLE CAROLINA RODRIGUEZ, NUMERO 7 ENTRE JULIO JOVER Y BERENGUER;2609;315;4520;05;2;999;;1;UP;0
11075;GRANJA ESTATAL PLANTAS MEDICINALES PINAR;-  -  -  -  -  -  -  -;KM NO. 10 DE LA CARRETERA DE VINALES;2108;131;0218;03;3;999;000000131;0;OEE;0
11078;EMPRESA CONFECCIONES CUMBRE;CUMBRE;SAN VICENTE Y FINAL SIN NUMERO;2807;102;2010;02;1;627;02637;0;EMP;0
11088;EMPRESA COMERCIAL ABRAXAS;ABRAXAS;CALLE 5TA C S/N ENTRE 92 Y 94, COJIMAR;2306;102;5190;02;1;627;02637;0;EMP;0
11093;EMPRESA DE DISENO Y COMERCIALIZADORA, SEDIS;-  -  -  -  -  -  -  -;CALZADA DE LUYANO NO. 802 ENTRE LINEA DEL FERROCARRIL Y LOPEZ;2309;102;7290;02;1;625;02635;0;EMP;1
11097;EMPRESA AGROPECUARIA CHAMBAS;-  -  -  -  -  -  -  -;CALLE MARTI NO. 214 POBLADO DE CHAMBAS;2901;131;0213;02;1;999;000000131;0;EMP;0
11100;EMPRESA CONFECCIONES GALA;-  -  -  -  -  -  -  -;CALLE VILLEGAS NO. 114 ENTRE SAN JUAN DE DIOS Y O'RREILLY;2304;102;2010;02;1;627;02637;0;EMP;1
11101;EMPRESA DE SEGURIDAD Y PROTECCION DEL MINAGRI;SEPMA;CONILL Y AVENIDA INDEPENDENCIA;2302;131;7290;02;1;999;000000131;0;EMP;0
11102;GRUPO EMPRESARIAL PALCO;GRUPO PALCO;CALLE 146, NO. 1107 E/ 11 Y 13;2301;305;7290;06;1;654;00302;0;GRUP;0
11104;EMPRESA PANIFICADORA;PANIFICADORA;ESTRADA PALMA NO. 14 E/ PARRAGA Y 10 DE OCTUBRE;2309;313;1541;02;1;999;00360;1;EMP;0
11109;DIRECCION PROVINCIAL DE ECONOMIA Y PLANIFICACION CIENFUEGOS;-  -  -  -  -  -  -  -;AVE. 52 NO. 2702 E/ 27 Y 29;2707;316;7513;05;2;999;;1;UP;0
11110;DIRECCION PROVINCIAL DE FINANZAS Y PRECIOS CIENFUEGOS;-  -  -  -  -  -  -  -;AVE 58 NO. 3513 E/ 35 Y 37;2707;316;7513;05;2;999;;1;UP;0
11116;BANCO DE SANGRE DE CIENFUEGOS;-  -  -  -  -  -  -  -;CALLE 51 Y AVE. 5 DE SEPTIEMBRE;2707;316;9019;05;2;999;;1;UP;0
11117;DIRECCION PROVINCIAL DE LA VIVIENDA;-  -  -  -  -  -  -  -;AVE. 56 NO. 3702 E/ 37 Y 39;2707;316;7330;05;2;999;;1;UP;0
11119;DIRECCION MUNICIPAL DE SALUD PUBLICA DE CAUTO CRISTO;-  -  -  -  -  -  -  -;CARRETERA CENTRAL VIA LA YAYA;3302;322;9012;05;2;999;000000532;2;UP;0
11121;EMPRESA DE APROVECHAMIENTO HIDRAULICO DE HOLGUIN;-  -  -  -  -  -  -  -;CARRETERA CENTRAL KM. 2 1/2 VIA BAYAMO;3206;113;4230;02;1;907;000012589;0;EMP;1
11122;EMPRESA DE SEGURIDAD Y PROTECCION, CORAZA;-  -  -  -  -  -  -  -;PEDRO PEREZ NUMERO 230 E/ PANCHITO GOMEZ Y AYESTARAN;2310;102;7290;02;1;694;14388;0;EMP;0
11124;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE CESPEDES;-  -  -  -  -  -  -  -;CALLE 17 NO 603,;3001;319;9600;05;2;999;000000471;2;UP;0
11125;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE JIMAGUAYU;-  -  -  -  -  -  -  -;EN POBLADO DEL MUNICIPIO JIMAGUAYU;3011;319;9600;05;2;999;000000482;2;UP;0
11126;DIRECCION MUNICIPAL DE SERVICIOS COMUNALES DE NAJASA;-  -  -  -  -  -  -  -;EN POBLADO DEL MUNICIPIO NAJASA;3012;319;9600;05;2;999;000000483;2;UP;0
